Taxa,Longitud,Latitud
Zea mays subsp. mexicana raza Mesa Central,-101.9180556,20.0275
Zea mays subsp. mexicana raza Mesa Central,-102.3588889,20.21777778
Zea mays subsp. mexicana raza Mesa Central,-102.2591667,20.145
Zea mays subsp. mexicana raza Mesa Central,-102.3661111,20.15694444
Zea mays subsp. mexicana raza Mesa Central,-102.3544444,19.99444444
Zea mays subsp. mexicana raza Mesa Central,-101.3433333,19.75527778
Zea mays subsp. mexicana raza Mesa Central,-101.4258333,19.89472222
Zea mays subsp. mexicana raza Mesa Central,-101.7236111,19.93305556
Zea mays subsp. mexicana raza Mesa Central,-101.3997222,19.87777778
Zea mays subsp. mexicana raza Mesa Central,-101.3997222,19.87777778
Zea mays subsp. mexicana raza Mesa Central,-101.3997222,19.87777778
Zea mays subsp. mexicana raza Mesa Central,-101.4258333,19.89472222
Zea mays subsp. mexicana raza Mesa Central,-101.3,19.90583333
Zea mays subsp. mexicana raza Mesa Central,-101.9891667,20.08888889
Zea mays subsp. mexicana raza Mesa Central,-101.1575,20.02638889
Zea mays subsp. mexicana raza Mesa Central,-101.17,20.02416667
Zea mays subsp. mexicana raza Mesa Central,-101.4344444,20.09555556
Zea mays subsp. mexicana raza Mesa Central,-101.1602778,19.90444444
Zea mays subsp. mexicana raza Mesa Central,-101.425,19.58472222
Zea mays subsp. mexicana raza Mesa Central,-101.7505556,19.68416667
Zea mays subsp. mexicana raza Mesa Central,-101.9852778,19.79
Zea mays subsp. mexicana raza Mesa Central,-101.9505556,19.80305556
Zea mays subsp. mexicana raza Mesa Central,-101.0702778,19.89527778
Zea mays subsp. mexicana raza Mesa Central,-101.4344444,20.09555556
Zea mays subsp. mexicana raza Mesa Central,-101.2025,19.97166667
Zea mays subsp. mexicana raza Mesa Central,-102.6086111,20.11916667
Zea mays subsp. mexicana raza Mesa Central,-102.6086111,20.11916667
Zea mays subsp. mexicana raza Mesa Central,-102.2591667,20.145
Zea mays subsp. mexicana raza Mesa Central,-102.0869444,20.16083333
Zea mays subsp. mexicana raza Mesa Central,-102.53,20.04944444
Zea mays subsp. mexicana raza Mesa Central,-102.53,20.04944444
Zea mays subsp. mexicana raza Mesa Central,-102.5522222,20.0625
Zea mays subsp. mexicana raza Mesa Central,-102.5522222,20.0625
Zea mays subsp. mexicana raza Mesa Central,-102.3908333,20.02861111
Zea mays subsp. mexicana raza Mesa Central,-102.6086111,20.11916667
Zea mays subsp. mexicana raza Mesa Central,-102.6086111,20.11916667
Zea mays subsp. mexicana raza Mesa Central,-102.4472222,19.97194444
Zea mays subsp. mexicana raza Mesa Central,-102.0875,20.14055556
Zea mays subsp. mexicana raza Mesa Central,-102.2591667,20.145
Zea mays subsp. mexicana raza Mesa Central,-102.0875,20.14055556
Zea mays subsp. mexicana raza Mesa Central,-101.9591667,20.11194444
Zea mays subsp. parviglumis raza Balsas,-101.9063889,19.34055556
Zea mays subsp. parviglumis raza Balsas,-101.9063889,19.34055556
Zea mays subsp. parviglumis raza Balsas,-101.9063889,19.34055556
Zea mays subsp. parviglumis raza Balsas,-101.8830556,19.29
Zea mays subsp. parviglumis raza Balsas,-101.8830556,19.29
Zea mays subsp. parviglumis raza Balsas,-100.9233333,19.5725
Zea mays subsp. parviglumis raza Balsas,-99.05416667,18.97055556
Zea mays subsp. mexicana raza Chalco,-98.49083333,19.08666667
Zea mays subsp. mexicana raza Chalco,-97.52111111,19.06722222
Zea mays subsp. mexicana raza Chalco,-97.55166667,19.0975
Zea mays subsp. mexicana raza Chalco,-97.61055556,19.11527778
Zea mays subsp. mexicana raza Chalco,-97.58,19.18166667
Zea mays subsp. mexicana raza Chalco,-97.55722222,19.17138889
Zea mays subsp. mexicana raza Chalco,-97.44166667,19.12638889
Zea mays subsp. mexicana raza Chalco,-97.39055556,19.19027778
Zea mays subsp. mexicana raza Chalco,-97.43055556,19.07361111
Zea mays subsp. mexicana raza Chalco,-97.46444444,19.01194444
Zea mays subsp. mexicana raza Chalco,-98.18555556,19.16
Zea mays subsp. mexicana raza Chalco,-98.86861111,19.2175
Zea mays subsp. mexicana raza Chalco,-98.87166667,19.1875
Zea mays subsp. mexicana raza Chalco,-98.84527778,19.07944444
Zea mays subsp. mexicana raza Chalco,-98.77638889,19.08166667
Zea mays subsp. mexicana raza Chalco,-98.75694444,19.1125
Zea mays subsp. mexicana raza Chalco,-98.77472222,19.155
Zea mays subsp. mexicana raza Chalco,-98.83416667,19.2325
Zea mays subsp. mexicana raza Chalco,-98.92083333,19.49472222
Zea mays subsp. mexicana raza Chalco,-98.91916667,19.50388889
Zea mays subsp. parviglumis raza Balsas,-99.3025,18.28666667
Zea mays subsp. parviglumis raza Balsas,-99.23361111,18.2525
Zea mays subsp. parviglumis raza Balsas,-99.21333333,18.23194444
Zea mays subsp. parviglumis raza Balsas,-99.2125,18.26
Zea mays subsp. parviglumis raza Balsas,-98.77444444,17.76027778
Zea mays subsp. parviglumis raza Balsas,-98.76444444,17.77361111
Zea mays subsp. parviglumis raza Balsas,-99.20972222,17.45388889
Zea mays subsp. parviglumis raza Balsas,-99.20138889,17.43777778
Zea mays subsp. parviglumis raza Balsas,-99.17666667,17.40861111
Zea mays subsp. parviglumis raza Balsas,-99.39388889,17.48416667
Zea mays subsp. parviglumis raza Balsas,-99.54222222,17.17166667
Zea mays subsp. parviglumis raza Balsas,-99.48305556,17.28694444
Zea mays subsp. parviglumis raza Balsas,-99.45722222,17.37555556
Zea mays subsp. parviglumis raza Balsas,-99.45305556,17.38944444
Zea mays subsp. parviglumis raza Balsas,-99.43666667,17.39666667
Zea mays subsp. parviglumis raza Balsas,-99.44305556,17.40694444
Zea mays subsp. parviglumis raza Balsas,-100.1416667,18.38361111
Zea mays subsp. parviglumis raza Balsas,-100.1288889,18.38583333
Zea mays subsp. parviglumis raza Balsas,-99.9675,18.41666667
Zea mays subsp. parviglumis raza Balsas,-99.92138889,18.41777778
Zea mays subsp. parviglumis raza Balsas,-99.89166667,18.51833333
Zea mays subsp. parviglumis raza Balsas,-99.90944444,18.5
Zea mays subsp. parviglumis raza Balsas,-99.93972222,18.42722222
Zea mays subsp. parviglumis raza Balsas,-99.78444444,18.50444444
Zea mays subsp. parviglumis raza Balsas,-99.79222222,18.4925
Zea mays subsp. parviglumis raza Balsas,-99.91583333,18.22666667
Zea mays subsp. parviglumis raza Balsas,-99.93333333,18.17805556
Zea mays subsp. parviglumis raza Balsas,-100.2261111,18.485
Zea mays subsp. parviglumis raza Balsas,-100.2230556,18.56222222
Zea mays subsp. parviglumis raza Balsas,-100.2719444,18.61027778
Zea mays subsp. parviglumis raza Balsas,-100.3319444,18.55222222
Zea mays subsp. parviglumis raza Balsas,-100.3566667,18.64055556
Zea mays subsp. parviglumis raza Balsas,-100.2466667,19.18027778
Zea mays subsp. parviglumis raza Balsas,-100.2547222,19.17861111
Zea mays subsp. parviglumis raza Balsas,-100.3030556,19.16194444
Zea mays subsp. parviglumis raza Balsas,-100.3005556,19.03611111
Zea mays subsp. parviglumis raza Balsas,-100.2088889,18.89472222
Zea mays subsp. parviglumis raza Balsas,-100.2388889,18.85388889
Zea mays subsp. parviglumis raza Balsas,-100.3102778,18.76138889
Zea mays subsp. parviglumis raza Balsas,-100.2983333,18.81138889
Zea mays subsp. parviglumis raza Balsas,-100.23,18.88777778
Zea mays subsp. parviglumis raza Balsas,-100.9461111,18.805
Zea mays subsp. mexicana raza Mesa Central,-102.3383333,20.4225
Zea mays subsp. mexicana raza Mesa Central,-102.4163889,20.37694444
Zea mays subsp. mexicana raza Mesa Central,-102.6316667,20.3225
Zea mays subsp. mexicana raza Mesa Central,-102.6341667,20.31194444
Zea mays subsp. mexicana raza Mesa Central,-102.9044444,20.40333333
Zea mays subsp. mexicana raza Chalco,-98.84305556,19.53
Zea mays subsp. mexicana raza Chalco,-98.84861111,19.54861111
Zea mays subsp. mexicana raza Chalco,-98.92111111,19.49138889
Zea mays subsp. mexicana raza Chalco,-98.85333333,19.50472222
Zea mays subsp. mexicana raza Chalco,-98.9075,19.555
Zea mays subsp. mexicana raza Chalco,-98.75777778,19.12333333
Zea mays subsp. mexicana raza Chalco,-98.83444444,19.21777778
Zea mays subsp. mexicana raza Chalco,-98.85916667,19.22583333
Zea mays subsp. mexicana raza Chalco,-98.84527778,19.07972222
Zea mays subsp. mexicana raza Chalco,-98.87944444,19.20944444
Zea mays subsp. mexicana raza Chalco,-98.82305556,19.1325
Zea mays subsp. mexicana raza Chalco,-98.85472222,19.13833333
Zea mays subsp. mexicana raza Chalco,-98.89888889,19.22333333
Zea mays subsp. mexicana raza Chalco,-99.53638889,19.37416667
Zea mays subsp. mexicana raza Chalco,-99.475,19.3
Zea mays subsp. mexicana raza Chalco,-99.57444444,19.14111111
Zea mays subsp. mexicana raza Chalco,-99.61694444,19.15638889
Zea mays subsp. mexicana raza Chalco,-99.55666667,19.20055556
Zea mays subsp. mexicana raza Chalco,-99.58472222,19.20555556
Zea mays subsp. mexicana raza Chalco,-99.53861111,19.25166667
Zea mays subsp. mexicana raza Chalco,-99.54027778,19.22638889
Zea mays subsp. parviglumis raza Balsas,-100.1630556,18.85777778
Zea mays subsp. parviglumis raza Balsas,-100.1511111,18.86805556
Zea mays subsp. parviglumis raza Balsas,-100.2347222,19.07277778
Zea mays subsp. parviglumis raza Balsas,-100.1627778,18.84611111
Zea mays subsp. parviglumis raza Balsas,-100.2708333,19.04888889
Zea mays subsp. parviglumis raza Balsas,-100.3147222,19.14111111
Zea mays subsp. parviglumis raza Balsas,-99.97666667,18.37611111
Zea mays subsp. parviglumis raza Balsas,-100.0061111,18.41638889
Zea mays subsp. parviglumis raza Balsas,-104.0083333,19.93388889
Zea mays subsp. parviglumis raza Balsas,-103.9841667,19.95166667
Zea mays subsp. parviglumis raza Balsas,-104.1111111,19.91027778
Zea mays subsp. parviglumis raza Balsas,-104.1055556,19.9
Zea mays subsp. parviglumis raza Balsas,-104.1088889,19.91555556
Zea mays subsp. parviglumis raza Balsas,-104.0927778,19.92333333
Zea mays subsp. parviglumis raza Balsas,-104.1722222,19.90027778
Zea mays subsp. parviglumis raza Balsas,-104.1761111,19.89611111
Zea mays subsp. parviglumis raza Balsas,-104.1572222,19.9025
Zea mays subsp. parviglumis raza Balsas,-104.1086111,19.91527778
Zea mays subsp. parviglumis raza Balsas,-104.0494444,19.96055556
Zea mays subsp. parviglumis raza Balsas,-104.0652778,19.97027778
Zea mays subsp. parviglumis raza Balsas,-103.0736111,19.30111111
Zea mays subsp. parviglumis raza Balsas,-104.1794444,19.89611111
Zea mays subsp. parviglumis raza Balsas,-104.1572222,19.9025
Zea mays subsp. parviglumis raza Balsas,-104.0927778,19.92361111
Zea mays subsp. parviglumis raza Balsas,-104.0425,19.95777778
Zea mays subsp. parviglumis raza Balsas,-104.0480556,19.97138889
Zea mays subsp. parviglumis raza Balsas,-104.0647222,19.97138889
Zea mays subsp. parviglumis raza Balsas,-104.22,19.86527778
Zea mays subsp. parviglumis raza Balsas,-104.1913889,19.89166667
Zea mays subsp. parviglumis raza Balsas,-104.1730556,19.9075
Zea mays subsp. parviglumis raza Balsas,-104.1586111,19.90444444
Zea mays subsp. parviglumis raza Balsas,-104.8030556,19.71527778
Zea mays subsp. parviglumis raza Balsas,-104.85,19.75
Zea mays subsp. parviglumis raza Balsas,-104.8669444,19.74388889
Zea mays subsp. parviglumis raza Balsas,-104.8194444,19.70472222
Zea mays subsp. parviglumis raza Balsas,-104.1730556,19.90138889
Zea mays subsp. parviglumis raza Balsas,-104.1683333,19.9025
Zea mays subsp. parviglumis raza Balsas,-104.1591667,19.905
Zea mays subsp. parviglumis raza Balsas,-104.0463889,19.99055556
Zea mays subsp. parviglumis raza Balsas,-103.9933333,19.55805556
Zea mays subsp. parviglumis raza Balsas,-104.05,19.55
Zea mays subsp. parviglumis raza Balsas,-103.9833333,19.44166667
Zea mays subsp. parviglumis raza Balsas,-103.9833333,19.43666667
Zea,-103.5730556,19.63916667
Zea mays subsp. parviglumis raza Balsas,-104.0752778,19.96777778
Zea mays subsp. parviglumis raza Balsas,-104.8419444,19.78638889
Zea mays subsp. parviglumis raza Balsas,-104.835,19.76972222
Zea mays subsp. parviglumis raza Balsas,-104.8386111,19.77
Zea mays subsp. parviglumis raza Balsas,-104.8447222,19.76472222
Zea mays subsp. parviglumis raza Balsas,-104.85,19.75861111
Zea,-96.46833333,17.935
Zea mays subsp. parviglumis raza Balsas,-97.04722222,16.32222222
Zea mays subsp. parviglumis raza Balsas,-103.2672222,19.32138889
Zea,-105.1125,22.85944444
Zea,-105.1216667,22.86055556
Zea,-105.1141667,22.85694444
Zea mays subsp. parviglumis raza Balsas,-104.4136111,20.81944444
Zea mays subsp. parviglumis raza Balsas,-104.4136111,20.81944444
Zea mays subsp. parviglumis raza Balsas,-104.4136111,20.81944444
Zea mays subsp. mexicana raza Chalco,-99.60083333,19.35444444
Zea mays subsp. mexicana raza Chalco,-99.58527778,19.34055556
Zea mays subsp. mexicana raza Chalco,-99.58583333,19.33194444
Zea mays subsp. mexicana raza Chalco,-99.57361111,19.32666667
Zea mays subsp. mexicana raza Chalco,-99.73333333,19.49166667
Zea mays subsp. mexicana raza Chalco,-99.78027778,19.30944444
Zea mays subsp. mexicana raza Chalco,-99.67027778,19.34416667
Zea mays subsp. mexicana raza Chalco,-99.46694444,19.21972222
Zea mays subsp. mexicana raza Chalco,-99.47611111,19.195
Zea mays subsp. mexicana raza Chalco,-99.56583333,19.20361111
Zea mays subsp. mexicana raza Chalco,-99.58972222,19.21388889
Zea mays subsp. mexicana raza Chalco,-99.60472222,19.25111111
Zea mays subsp. mexicana raza Chalco,-99.57472222,19.15888889
Zea mays subsp. mexicana raza Chalco,-99.58666667,19.09833333
Zea mays subsp. mexicana raza Chalco,-99.60083333,19.11611111
Zea mays subsp. parviglumis raza Balsas,-99.07166667,18.97444444
Zea mays subsp. mexicana raza Chalco,-98.51361111,19.08416667
Zea mays subsp. mexicana raza Chalco,-97.58916667,19.11055556
Zea mays subsp. mexicana raza Chalco,-97.62027778,19.11805556
Zea mays subsp. mexicana raza Chalco,-97.4925,19.14694444
Zea mays subsp. mexicana raza Chalco,-97.39972222,19.14611111
Zea mays subsp. mexicana raza Chalco,-97.41222222,19.12972222
Zea mays subsp. mexicana raza Chalco,-98.52055556,19.32305556
Zea mays subsp. mexicana raza Chalco,-98.33527778,19.19777778
Zea mays subsp. mexicana raza Chalco,-98.34722222,19.20666667
Zea mays subsp. mexicana raza Chalco,-98.86194444,19.23333333
Zea mays subsp. mexicana raza Chalco,-98.86138889,19.14555556
Zea mays subsp. mexicana raza Chalco,-98.86944444,19.11805556
Zea mays subsp. mexicana raza Chalco,-98.81805556,19.06055556
Zea mays subsp. mexicana raza Chalco,-98.79944444,19.20305556
Zea mays subsp. mexicana raza Chalco,-98.78388889,19.20694444
Zea mays subsp. mexicana raza Chalco,-98.81111111,19.21611111
Zea mays subsp. mexicana raza Chalco,-98.86833333,19.24611111
Zea mays subsp. mexicana raza Chalco,-98.91916667,19.50388889
Zea mays subsp. parviglumis raza Balsas,-99.20138889,18.23722222
Zea mays subsp. parviglumis raza Balsas,-99.2025,17.42
Zea mays subsp. parviglumis raza Balsas,-99.22277778,17.41916667
Zea mays subsp. parviglumis raza Balsas,-99.31861111,17.46777778
Zea mays subsp. parviglumis raza Balsas,-99.31527778,17.47277778
Zea mays subsp. parviglumis raza Balsas,-99.50833333,17.19777778
Zea mays subsp. parviglumis raza Balsas,-99.5,17.25972222
Zea mays subsp. parviglumis raza Balsas,-100.0297222,18.39638889
Zea mays subsp. parviglumis raza Balsas,-99.8975,18.40694444
Zea mays subsp. parviglumis raza Balsas,-99.84138889,18.35027778
Zea mays subsp. parviglumis raza Balsas,-99.89805556,18.49277778
Zea mays subsp. parviglumis raza Balsas,-99.90416667,18.49666667
Zea mays subsp. parviglumis raza Balsas,-99.92444444,19.49666667
Zea mays subsp. parviglumis raza Balsas,-99.87361111,18.41666667
Zea mays subsp. parviglumis raza Balsas,-99.91833333,18.21472222
Zea mays subsp. parviglumis raza Balsas,-100.2336111,18.545
Zea mays subsp. parviglumis raza Balsas,-100.2405556,18.56944444
Zea mays subsp. parviglumis raza Balsas,-100.3683333,18.69444444
Zea mays subsp. parviglumis raza Balsas,-100.3833333,18.63333333
Zea mays subsp. parviglumis raza Balsas,-100.3052778,18.77277778
Zea mays subsp. parviglumis raza Balsas,-100.2163889,19.17638889
Zea mays subsp. parviglumis raza Balsas,-100.2877778,19.17333333
Zea mays subsp. parviglumis raza Balsas,-100.3133333,19.14
Zea mays subsp. parviglumis raza Balsas,-100.2905556,19.11388889
Zea mays subsp. parviglumis raza Balsas,-100.2822222,19.09416667
Zea mays subsp. parviglumis raza Balsas,-100.2661111,19.07833333
Zea mays subsp. parviglumis raza Balsas,-100.2844444,19.06388889
Zea mays subsp. parviglumis raza Balsas,-100.2838889,19.045
Zea mays subsp. parviglumis raza Balsas,-100.1719444,18.90111111
Zea mays subsp. parviglumis raza Balsas,-100.2386111,18.84277778
Zea mays subsp. parviglumis raza Balsas,-100.3638889,18.78861111
Zea mays subsp. mexicana raza Mesa Central,-102.3611111,20.41833333
Zea mays subsp. mexicana raza Mesa Central,-102.4838889,20.33277778
Zea mays subsp. mexicana raza Mesa Central,-102.9433333,20.37888889
Zea mays subsp. parviglumis raza Balsas,-100.7580556,19.04972222
Zea mays subsp. parviglumis raza Balsas,-100.7841667,19.22194444
Zea mays subsp. parviglumis raza Balsas,-100.81,19.29805556
Zea mays subsp. parviglumis raza Balsas,-100.8119444,19.30888889
Zea mays subsp. parviglumis raza Balsas,-100.8147222,19.325
Zea mays subsp. parviglumis raza Balsas,-100.8183333,19.34111111
Zea mays subsp. parviglumis raza Balsas,-100.8194444,19.34805556
Zea mays subsp. parviglumis raza Balsas,-100.8786111,19.40138889
Zea mays subsp. parviglumis raza Balsas,-100.8922222,19.41583333
Zea mays subsp. parviglumis raza Balsas,-100.9008333,19.44027778
Zea mays subsp. parviglumis raza Balsas,-100.9111111,19.45888889
Zea mays subsp. parviglumis raza Balsas,-100.92,19.48
Zea mays subsp. parviglumis raza Balsas,-100.9077778,19.51805556
Zea mays subsp. parviglumis raza Balsas,-100.9141667,19.53694444
Zea mays subsp. parviglumis raza Balsas,-100.9213889,19.58138889
Zea mays subsp. parviglumis raza Balsas,-104.4194444,20.62777778
Zea mays subsp. parviglumis raza Balsas,-104.2258333,20.61083333
Zea mays subsp. mexicana raza Nobogame,-106.9622222,26.22833333
Zea mays subsp. mexicana raza Nobogame,-106.9322222,26.22305556
Zea mays subsp. mexicana raza Nobogame,-106.9425,26.21611111
Zea mays subsp. mexicana raza Chalco,-99.60416667,19.35305556
Zea mays subsp. mexicana raza Chalco,-99.58222222,19.34111111
Zea mays subsp. mexicana raza Chalco,-99.67611111,19.34611111
Zea mays subsp. mexicana raza Chalco,-99.77638889,19.31222222
Zea mays subsp. mexicana raza Chalco,-99.69083333,19.25638889
Zea mays subsp. mexicana raza Chalco,-99.48944444,19.28083333
Zea mays subsp. mexicana raza Chalco,-99.46694444,19.25777778
Zea mays subsp. mexicana raza Chalco,-99.5675,19.20333333
Zea mays subsp. mexicana raza Chalco,-99.58583333,19.2025
Zea mays subsp. mexicana raza Chalco,-99.58666667,19.14611111
Zea mays subsp. parviglumis raza Balsas,-99.50166667,18.95361111
Zea mays subsp. parviglumis raza Balsas,-99.03,18.975
